fdc_id,name,food_group,data_type,energy_kcal,protein_g,fat_g,carb_g,fiber_g,sugar_g,sodium_mg,potassium_mg,calcium_mg,iron_mg,vitamin_c_mg,saturated_fat_g,cholesterol_mg,magnesium_mg,vitamin_b12_ug,vitamin_d_ug,zinc_mg,glycemic_index,allergens,diet_tags,fodmap,acidic,gluten,animal_product,lactose,gerd_trigger,fish_seafood,fodmap_flags
71577993,TrueNorth Tomato (fresh),Vegetables,Branded,16.68,0.98,0.19,3.93,1.12,2.9,5,224.42,9.28,0.27,12.93,0.0,0.0,10.47,0.0,0.0,0.21,15,,vegan|vegetarian|pescatarian,L,Y,N,N,N,tomato,N,
220374672,TrueNorth Garlic (steamed),Vegetables,Branded,145.29,5.95,0.56,30.7,2.32,1.04,17,353.18,199.24,1.68,28.67,0.09,0.0,24.69,0.0,0.0,1.27,15,,vegan|vegetarian|pescatarian,H,N,N,N,N,,N,garlic
156942125,Simply Pure Pumpkin seeds (roasted),Protein,Branded,598.45,31.7,49.73,10.88,6.39,1.54,7,818.95,46.54,8.09,1.68,7.81,0.0,597.89,0.0,0.0,7.74,25,,vegan|vegetarian|nonveg|pescatarian,L,N,N,N,N,,N,
126841706,Coastal Edamame (raw),Protein,Branded,111.43,10.71,5.21,7.9,4.87,2.29,6,474.66,62.96,2.21,6.47,0.59,0.0,56.92,0.0,0.0,1.23,18,soy,vegan|vegetarian|nonveg|pescatarian,L,N,N,N,N,,N,
6061286,Daily Choice Lactose-free milk (raw),Dairy,Branded,54.43,3.31,1.76,4.5,0.0,4.63,44,146.2,122.51,0.0,0.0,1.34,7.41,10.76,0.5,1.45,0.43,30,milk,vegetarian|nonveg|pescatarian,L,N,N,Y,N,,N,
136483176,Coastal Lactose-free milk (prepared),Dairy,Branded,45.17,3.47,2.17,5.42,0.0,4.55,44,161.39,132.13,0.0,0.0,1.33,7.91,11.17,0.45,1.21,0.45,30,milk,vegetarian|nonveg|pescatarian,L,N,N,Y,N,,N,
108897341,EarthGrown Chicken breast (canned),Protein,Branded,151.53,30.74,3.9,0.0,0.0,0.0,239,231.09,15.85,1.09,0.0,0.97,94.94,31.49,0.29,0.11,1.03,0,,nonveg,L,N,N,Y,N,,N,
19737208,Heritage Flaxseed (canned),Fats,Branded,589.04,17.07,41.36,25.74,27.87,1.41,401,760.38,254.72,6.2,0.58,3.75,0.0,437.43,0.0,0.0,4.77,1,,vegan|vegetarian|nonveg|pescatarian,L,N,N,N,N,,N,
237285461,TrueNorth Sweet potato (prepared),Vegetables,Branded,94.88,2.18,0.11,19.64,3.34,5.78,36,465.57,40.42,0.66,21.7,0.0,0.0,25.46,0.0,0.0,0.32,63,,vegan|vegetarian|pescatarian,L,N,N,N,N,,N,
44328867,Vital Turkey breast (canned),Protein,Branded,149.04,27.88,0.62,0.0,0.0,0.0,1356,213.67,12.97,1.09,0.0,0.21,63.47,29.61,1.03,0.11,1.74,0,,nonveg,L,N,N,Y,N,,N,
16063316,Wholesome Orange (frozen),Fruits,Branded,52.13,0.84,0.11,12.49,2.55,9.91,0,182.6,44.56,0.09,58.74,0.0,0.0,10.79,0.0,0.0,0.09,43,,vegan|vegetarian|pescatarian,L,Y,N,N,N,citrus,N,
159961994,Nature's Best Sweet potato (organic),Vegetables,Branded,79.36,1.83,0.1,20.47,3.48,6.33,36,515.19,38.87,0.65,19.31,0.0,0.0,28.29,0.0,0.0,0.29,63,,vegan|vegetarian|pescatarian,L,N,N,N,N,,N,
50588361,EarthGrown Chickpeas (roasted),Protein,Branded,159.37,8.07,2.83,29.73,6.78,5.23,7,302.63,50.39,2.7,1.22,0.32,0.0,51.12,0.0,0.0,1.37,28,,vegan|vegetarian|nonveg|pescatarian,H,N,N,N,N,,N,
268350212,TrueNorth Flaxseed (low-sodium),Fats,Branded,582.52,17.64,46.77,29.93,27.99,1.79,9.0,881.46,251.21,5.82,0.62,3.43,0.0,403.1,0.0,0.0,4.0,1,,vegan|vegetarian|nonveg|pescatarian,L,N,N,N,N,,N,
185341298,Nature's Best Edamame (family pack),Protein,Branded,125.48,10.53,4.64,9.06,4.87,2.09,6,459.89,56.41,2.34,5.74,0.67,0.0,63.25,0.0,0.0,1.31,18,soy,vegan|vegetarian|nonveg|pescatarian,L,N,N,N,N,,N,
165037044,Meadow White rice (roasted),Grains,Branded,115.26,2.84,0.32,28.07,0.38,0.11,1,37.74,9.09,1.22,0.0,0.11,0.0,12.04,0.0,0.0,0.5,73,,vegan|vegetarian|pescatarian,L,N,N,N,N,,N,
49863239,Organic Valley Co Pork chop (prepared),Protein,Branded,238.49,24.65,14.08,0.0,0.0,0.0,62,381.6,23.3,0.85,0.0,4.65,87.03,26.04,0.62,0.64,2.24,0,,nonveg|pork,L,N,N,Y,N,,N,
102994279,Heritage Banana (prepared),Fruits,Branded,80.86,1.04,0.28,22.67,2.84,13.59,1,349.97,4.7,0.3,7.96,0.11,0.0,29.87,0.0,0.0,0.22,51,,vegan|vegetarian|pescatarian,L,N,N,N,N,,N,
58495779,EarthGrown Barley (organic),Grains,Branded,121.0,2.14,0.38,30.38,4.03,0.29,3,86.41,11.07,1.45,0.0,0.11,0.0,20.16,0.0,0.0,0.8,28,gluten,vegan|vegetarian|pescatarian,H,N,Y,N,N,,N,
49422483,GreenField Quinoa (low-sodium),Grains,Branded,133.55,3.94,1.74,22.19,3.04,0.79,2.1,174.75,18.35,1.4,0.0,0.22,0.0,67.8,0.0,0.0,1.09,53,,vegan|vegetarian|pescatarian,L,N,N,N,N,,N,
109521039,Sunrise Oat milk (organic),Dairy,Branded,40.84,1.05,1.59,6.14,0.81,3.56,42,142.08,120.35,0.2,0.0,0.18,0.0,12.52,1.3,1.38,0.32,60,,vegan|vegetarian|nonveg|pescatarian,L,N,N,N,N,,N,
55124272,Golden Acre Kiwi (canned),Fruits,Branded,54.22,1.12,0.46,14.24,2.72,8.74,384,312.88,32.44,0.3,97.23,0.0,0.0,18.27,0.0,0.0,0.11,50,,vegan|vegetarian|pescatarian,L,N,N,N,N,,N,
19066240,GreenField Edamame (family pack),Protein,Branded,113.55,11.64,5.43,8.38,5.3,2.31,6,406.26,62.33,2.35,6.26,0.66,0.0,57.49,0.0,0.0,1.29,18,soy,vegan|vegetarian|nonveg|pescatarian,L,N,N,N,N,,N,
116222887,Meadow Peanut butter (family pack),Protein,Branded,647.84,27.38,55.22,18.52,5.81,8.45,17,575.88,52.88,1.79,0.0,10.73,0.0,155.37,0.0,0.0,2.64,14,peanut,vegan|vegetarian|nonveg|pescatarian,H,N,N,N,N,,N,
248318584,Prime Chia seeds (low-sodium),Fats,Branded,478.27,15.69,29.45,37.45,32.41,0.0,4.8,387.69,656.77,8.3,1.69,2.98,0.0,305.59,0.0,0.0,5.12,1,,vegan|vegetarian|nonveg|pescatarian,L,N,N,N,N,,N,
44103959,Meadow Cucumber (family pack),Vegetables,Branded,16.42,0.62,0.11,3.29,0.46,1.72,2,160.38,15.8,0.31,2.78,0.0,0.0,12.91,0.0,0.0,0.2,15,,vegan|vegetarian|pescatarian,L,N,N,N,N,,N,
148652362,Garden Select Oat milk (reduced-fat),Dairy,Branded,46.06,1.1,0.67,7.44,0.71,4.17,42,156.8,109.54,0.22,0.0,0.2,0.0,11.76,1.18,1.49,0.32,60,,vegan|vegetarian|nonveg|pescatarian,L,N,N,N,N,,N,
32565713,Organic Valley Co Oats (frozen),Grains,Branded,385.97,16.07,7.29,65.7,10.83,0.0,2,438.03,57.66,4.59,0.0,1.15,0.0,178.73,0.0,0.0,4.32,55,,vegan|vegetarian|pescatarian,L,N,N,N,N,,N,
227522759,PureFoods Garlic (organic),Vegetables,Branded,143.07,5.92,0.53,31.1,2.1,0.9,17,365.4,181.57,1.89,34.92,0.11,0.0,27.76,0.0,0.0,1.28,15,,vegan|vegetarian|pescatarian,H,N,N,N,N,,N,garlic
118336964,Wholesome Green beans (low-sodium),Vegetables,Branded,34.15,2.1,0.29,8.11,3.64,1.99,0.3,223.59,47.48,0.77,9.82,0.09,0.0,23.58,0.0,0.0,0.3,30,,vegan|vegetarian|pescatarian,L,N,N,N,N,,N,
28140949,Vital Buckwheat (raw),Grains,Branded,84.96,3.4,0.61,18.97,2.72,0.84,4,95.08,6.93,0.74,0.0,0.09,0.0,53.94,0.0,0.0,0.64,45,,vegan|vegetarian|pescatarian,L,N,N,N,N,,N,
164035991,Sunrise Strawberries (frozen),Fruits,Branded,31.24,0.64,0.3,8.62,1.99,5.01,1,149.38,14.66,0.42,57.78,0.0,0.0,14.41,0.0,0.0,0.1,41,,vegan|vegetarian|pescatarian,L,N,N,N,N,,N,
51223529,TrueNorth Kale (roasted),Vegetables,Branded,49.64,4.67,0.97,9.03,3.71,2.18,38,488.48,167.46,1.35,132.13,0.1,0.0,51.65,0.0,0.0,0.64,15,,vegan|vegetarian|pescatarian,L,N,N,N,N,,N,
240700493,Coastal Bell pepper (canned),Vegetables,Branded,29.21,0.96,0.32,5.55,2.24,4.21,208,196.84,6.84,0.4,139.03,0.0,0.0,10.67,0.0,0.0,0.27,40,,vegan|vegetarian|pescatarian,L,N,N,N,N,,N,
218039618,Golden Acre Apple (roasted),Fruits,Branded,47.83,0.33,0.19,13.58,2.65,11.5,1,108.04,5.37,0.11,4.47,0.0,0.0,4.72,0.0,0.0,0.0,36,,vegan|vegetarian|pescatarian,H,N,N,N,N,,N,
228232364,Nature's Best Chicken breast (value size),Protein,Branded,150.96,31.41,3.64,0.0,0.0,0.0,74,278.04,14.82,0.98,0.0,1.03,88.34,28.88,0.33,0.09,1.11,0,,nonveg,L,N,N,Y,N,,N,
196266553,Farmhouse White rice (organic),Grains,Branded,144.0,2.86,0.27,28.95,0.42,0.1,1,37.44,9.79,1.26,0.0,0.11,0.0,13.0,0.0,0.0,0.45,73,,vegan|vegetarian|pescatarian,L,N,N,N,N,,N,
50306090,Coastal Cauliflower (value size),Vegetables,Branded,25.16,2.12,0.33,4.81,2.08,1.89,30,301.95,20.0,0.4,53.54,0.09,0.0,14.25,0.0,0.0,0.33,15,,vegan|vegetarian|pescatarian,H,N,N,N,N,,N,
113226048,Farmhouse Soy milk (frozen),Dairy,Branded,32.06,3.01,1.77,1.67,0.51,0.97,51,106.95,136.87,0.43,0.0,0.21,0.0,13.35,1.16,1.02,0.27,34,soy,vegan|vegetarian|nonveg|pescatarian,L,N,N,N,N,,N,
137179338,Vital Zucchini (fresh),Vegetables,Branded,17.46,1.08,0.33,2.74,0.96,2.52,8,253.59,14.58,0.45,16.66,0.09,0.0,18.38,0.0,0.0,0.33,15,,vegan|vegetarian|pescatarian,L,N,N,N,N,,N,
158414101,Prime Avocado (steamed),Fruits,Branded,156.05,1.9,13.2,7.91,6.75,0.71,7,499.18,10.73,0.66,10.21,2.21,0.0,28.07,0.0,0.0,0.65,15,,vegan|vegetarian|pescatarian,L,N,N,N,N,,N,
32276304,Sunrise Tuna (organic),Protein,Branded,106.4,23.76,0.84,0.0,0.0,0.0,247,236.47,10.12,0.96,0.0,0.19,29.39,30.87,2.45,1.76,0.64,0,fish,nonveg|pescatarian,L,N,N,Y,N,,Y,
215674838,Prime Cheddar cheese (fresh),Dairy,Branded,384.41,20.5,35.88,3.28,0.0,0.5,621,103.55,765.9,0.66,0.0,21.26,108.77,30.84,0.76,0.59,3.32,0,milk,vegetarian|nonveg|pescatarian,L,N,N,Y,Y,fried,N,
170959776,Prime Eggplant (frozen),Vegetables,Branded,32.65,0.7,0.18,8.88,2.67,3.49,1,110.51,6.27,0.28,1.18,0.0,0.0,11.94,0.0,0.0,0.09,15,,vegan|vegetarian|pescatarian,L,N,N,N,N,,N,
113291963,Heritage Walnuts (canned),Protein,Branded,729.62,13.96,65.85,15.06,7.1,2.77,237,395.68,96.72,2.86,1.22,6.69,0.0,145.23,0.0,0.0,3.24,15,tree_nut,vegan|vegetarian|nonveg|pescatarian,L,N,N,N,N,,N,
186228143,Healthy Harvest Tuna (canned),Protein,Branded,105.93,27.69,0.75,0.0,0.0,0.0,404,239.24,10.83,1.1,0.0,0.21,33.12,30.28,2.21,1.92,0.57,0,fish,nonveg|pescatarian,L,N,N,Y,N,,Y,
102741434,GreenField Avocado (value size),Fruits,Branded,162.88,1.87,14.49,7.93,6.31,0.64,7,463.02,10.84,0.54,9.14,2.0,0.0,31.14,0.0,0.0,0.6,15,,vegan|vegetarian|pescatarian,L,N,N,N,N,,N,
48353382,Wholesome Quinoa (low-sodium),Grains,Branded,108.0,4.27,1.9,19.76,3.12,0.86,2.1,187.53,18.91,1.39,0.0,0.19,0.0,70.7,0.0,0.0,1.13,53,,vegan|vegetarian|pescatarian,L,N,N,N,N,,N,
159967188,PureFoods Spinach (steamed),Vegetables,Branded,22.56,3.03,0.39,3.43,2.04,0.44,79,574.89,94.78,2.42,25.24,0.09,0.0,71.01,0.0,0.0,0.51,15,,vegan|vegetarian|pescatarian,L,N,N,N,N,,N,
138085464,Coastal Chickpeas (steamed),Protein,Branded,172.26,8.29,2.83,29.74,8.04,4.28,7,299.31,52.5,2.96,1.42,0.32,0.0,52.07,0.0,0.0,1.66,28,,vegan|vegetarian|nonveg|pescatarian,H,N,N,N,N,,N,
166501112,Heritage Onion (raw),Vegetables,Branded,38.65,1.12,0.09,8.49,1.79,3.76,4,130.19,20.94,0.22,7.4,0.0,0.0,10.36,0.0,0.0,0.18,15,,vegan|vegetarian|pescatarian,H,N,N,N,N,,N,onion
87033228,Meadow Zucchini (steamed),Vegetables,Branded,16.2,1.08,0.29,2.83,1.06,2.22,8,237.66,17.06,0.39,15.93,0.09,0.0,17.33,0.0,0.0,0.31,15,,vegan|vegetarian|pescatarian,L,N,N,N,N,,N,
55141472,Garden Select Walnuts (organic),Protein,Branded,696.63,16.18,70.63,13.83,6.2,2.88,2,475.3,106.37,3.02,1.24,6.41,0.0,169.54,0.0,0.0,3.11,15,tree_nut,vegan|vegetarian|nonveg|pescatarian,L,N,N,N,N,,N,
147586922,Meadow Soy milk (fresh),Dairy,Branded,35.69,3.21,1.42,1.79,0.53,1.09,51,109.6,135.0,0.37,0.0,0.21,0.0,13.48,1.18,0.89,0.28,34,soy,vegan|vegetarian|nonveg|pescatarian,L,N,N,N,N,,N,
229598494,Farmhouse Greek yogurt (frozen),Dairy,Branded,58.7,9.38,0.4,3.31,0.0,3.21,36,150.66,120.78,0.11,0.0,0.1,5.52,10.1,0.45,0.09,0.51,11,milk,vegetarian|nonveg|pescatarian,L,N,N,Y,Y,,N,
217792803,Sunrise Egg (frozen),Protein,Branded,166.98,12.3,12.13,1.04,0.0,0.99,124,135.32,48.24,1.09,0.0,2.93,406.1,9.58,1.17,2.07,1.41,0,egg,vegetarian|nonveg|pescatarian,L,N,N,Y,N,,N,
263771947,Farmhouse Chicken breast (roasted),Protein,Branded,154.33,27.95,3.46,0.0,0.0,0.0,74,249.49,16.59,1.08,0.0,0.97,93.27,29.29,0.29,0.1,1.08,0,,nonveg,L,N,N,Y,N,,N,
26328540,GreenField Spinach (reduced-fat),Vegetables,Branded,22.2,3.08,0.22,3.62,1.98,0.44,79,590.14,108.33,2.49,29.31,0.1,0.0,75.44,0.0,0.0,0.49,15,,vegan|vegetarian|pescatarian,L,N,N,N,N,,N,
20162145,Vital Whole wheat bread (value size),Grains,Branded,244.03,13.62,3.33,37.34,6.29,5.43,400,263.05,95.93,2.71,0.0,0.78,0.0,80.61,0.0,0.0,1.65,71,gluten|wheat,vegan|vegetarian|pescatarian,H,N,Y,N,N,,N,wheat
236914407,Garden Select Blueberries (reduced-fat),Fruits,Branded,57.73,0.75,0.17,14.83,2.55,10.04,1,76.6,5.82,0.29,9.23,0.0,0.0,6.66,0.0,0.0,0.19,53,,vegan|vegetarian|pescatarian,L,N,N,N,N,,N,
201566326,Farmhouse Soy milk (raw),Dairy,Branded,29.76,3.06,1.5,1.63,0.46,0.89,51,117.7,129.65,0.4,0.0,0.22,0.0,16.53,1.24,0.93,0.3,34,soy,vegan|vegetarian|nonveg|pescatarian,L,N,N,N,N,,N,
223264063,Daily Choice Bell pepper (prepared),Vegetables,Branded,32.76,0.94,0.31,5.43,2.12,3.96,4,221.43,7.37,0.35,141.78,0.0,0.0,13.37,0.0,0.0,0.33,40,,vegan|vegetarian|pescatarian,L,N,N,N,N,,N,
1046276,Golden Acre Chia seeds (prepared),Fats,Branded,448.87,18.28,34.19,46.04,35.88,0.0,16,409.96,594.55,8.3,1.46,3.55,0.0,349.09,0.0,0.0,4.56,1,,vegan|vegetarian|nonveg|pescatarian,L,N,N,N,N,,N,
191617546,Garden Select Blueberries (organic),Fruits,Branded,60.51,0.64,0.27,14.01,2.29,10.01,1,83.61,5.85,0.32,9.24,0.0,0.0,6.71,0.0,0.0,0.22,53,,vegan|vegetarian|pescatarian,L,N,N,N,N,,N,
90554807,Garden Select Garlic (frozen),Vegetables,Branded,141.54,5.77,0.53,31.98,2.05,0.95,17,435.17,199.08,1.85,29.22,0.1,0.0,26.87,0.0,0.0,1.33,15,,vegan|vegetarian|pescatarian,H,N,N,N,N,,N,garlic
203939879,Simply Pure Grapes (canned),Fruits,Branded,74.71,0.65,0.19,18.18,1.01,14.74,317,180.61,9.23,0.41,2.82,0.09,0.0,7.32,0.0,0.0,0.1,53,,vegan|vegetarian|pescatarian,L,N,N,N,N,,N,
124121941,Sunrise Beef (steamed),Protein,Branded,270.64,27.86,14.93,0.0,0.0,0.0,72,295.2,16.54,2.83,0.0,5.62,92.94,23.49,2.77,0.1,5.11,0,,nonveg,L,N,N,Y,N,fried,N,
55906706,Daily Choice Chicken breast (prepared),Protein,Branded,180.39,27.64,3.28,0.0,0.0,0.0,74,234.18,13.41,1.05,0.0,0.94,84.42,29.34,0.33,0.1,1.04,0,,nonveg,L,N,N,Y,N,,N,
240768581,EarthGrown Oat milk (roasted),Dairy,Branded,42.83,1.01,1.47,6.83,0.83,4.46,42,151.33,131.8,0.22,0.0,0.22,0.0,12.51,1.15,1.66,0.31,60,,vegan|vegetarian|nonveg|pescatarian,L,N,N,N,N,,N,
248229521,Organic Valley Co Barley (frozen),Grains,Branded,129.8,2.3,0.38,27.41,3.46,0.29,3,85.44,10.39,1.27,0.0,0.1,0.0,21.18,0.0,0.0,0.86,28,gluten,vegan|vegetarian|pescatarian,H,N,Y,N,N,,N,
266641758,Coastal Tofu (value size),Protein,Branded,153.04,16.81,8.52,2.81,2.2,0.58,14,223.47,761.28,2.92,0.09,1.33,0.0,63.46,0.0,0.0,1.77,15,soy,vegan|vegetarian|nonveg|pescatarian,L,N,N,N,N,,N,
168008408,Vital Egg (roasted),Protein,Branded,157.45,12.16,10.77,1.09,0.0,1.2,124,132.63,51.72,1.29,0.0,3.38,364.41,10.06,1.12,2.16,1.15,0,egg,vegetarian|nonveg|pescatarian,L,N,N,Y,N,,N,
97332277,Fresh Direct Cod (frozen),Protein,Branded,100.07,21.25,0.99,0.0,0.0,0.0,78,217.13,16.61,0.47,1.05,0.18,53.01,34.04,0.94,1.13,0.61,0,fish,nonveg|pescatarian,L,N,N,Y,N,,Y,
25445123,Simply Pure Milk (low-sodium),Dairy,Branded,51.55,3.5,1.91,4.65,0.0,5.61,13.2,148.93,134.32,0.0,0.0,1.2,7.56,10.58,0.47,1.34,0.4,30,milk,vegetarian|nonveg|pescatarian,H,N,N,Y,Y,,N,
76412832,Farmhouse Broccoli (prepared),Vegetables,Branded,37.61,2.77,0.38,6.13,2.86,1.52,33,278.49,47.01,0.67,87.28,0.11,0.0,22.78,0.0,0.0,0.39,15,,vegan|vegetarian|pescatarian,L,N,N,N,N,,N,
91612664,Healthy Harvest Cucumber (low-sodium),Vegetables,Branded,15.35,0.66,0.09,3.54,0.47,1.51,0.6,149.72,16.41,0.3,2.76,0.0,0.0,12.61,0.0,0.0,0.22,15,,vegan|vegetarian|pescatarian,L,N,N,N,N,,N,
133430114,Nature's Best Salmon (frozen),Protein,Branded,190.08,20.64,13.28,0.0,0.0,0.0,61,382.58,9.21,0.33,0.0,3.41,70.41,28.55,2.62,10.81,0.54,0,fish,nonveg|pescatarian,L,N,N,Y,N,,Y,
85591074,Vital Edamame (organic),Protein,Branded,131.96,12.98,5.49,8.0,5.17,2.41,6,418.69,62.4,2.1,5.66,0.55,0.0,61.36,0.0,0.0,1.18,18,soy,vegan|vegetarian|nonveg|pescatarian,L,N,N,N,N,,N,
70545335,Vital Broccoli (prepared),Vegetables,Branded,36.2,2.64,0.4,6.12,2.73,1.76,33,318.6,46.11,0.65,99.19,0.09,0.0,19.06,0.0,0.0,0.4,15,,vegan|vegetarian|pescatarian,L,N,N,N,N,,N,
42580858,TrueNorth Lentils (roasted),Protein,Branded,111.16,9.65,0.43,20.3,7.4,1.99,2,371.67,21.05,3.62,1.41,0.11,0.0,34.0,0.0,0.0,1.24,32,,vegan|vegetarian|nonveg|pescatarian,H,N,N,N,N,,N,
209193846,Heritage Zucchini (organic),Vegetables,Branded,16.99,1.15,0.31,3.3,0.96,2.7,8,271.44,17.35,0.43,18.58,0.11,0.0,16.86,0.0,0.0,0.31,15,,vegan|vegetarian|pescatarian,L,N,N,N,N,,N,
76010146,Heritage Banana (canned),Fruits,Branded,89.79,0.97,0.32,22.83,2.61,12.16,390,323.63,4.42,0.28,9.54,0.1,0.0,29.2,0.0,0.0,0.2,51,,vegan|vegetarian|pescatarian,L,N,N,N,N,,N,
179576126,Organic Valley Co Sardines (raw),Protein,Branded,224.38,22.68,10.69,0.0,0.0,0.0,307,436.22,378.64,2.98,0.0,1.57,136.53,36.66,8.11,5.07,1.2,0,fish,nonveg|pescatarian,L,N,N,Y,N,,Y,
246068961,TrueNorth Orange (family pack),Fruits,Branded,47.74,0.82,0.1,10.57,2.22,10.04,0,183.21,44.25,0.11,49.04,0.0,0.0,10.39,0.0,0.0,0.09,43,,vegan|vegetarian|pescatarian,L,Y,N,N,N,citrus,N,
46738307,Wholesome Kale (family pack),Vegetables,Branded,48.32,3.85,0.9,8.34,3.63,2.12,38,435.55,140.05,1.54,119.03,0.09,0.0,41.7,0.0,0.0,0.59,15,,vegan|vegetarian|pescatarian,L,N,N,N,N,,N,
77550317,Simply Pure Pork chop (family pack),Protein,Branded,228.59,28.35,15.38,0.0,0.0,0.0,62,368.76,23.77,0.99,0.0,4.24,70.3,29.49,0.73,0.64,2.28,0,,nonveg|pork,L,N,N,Y,N,,N,
80815380,Garden Select Oat milk (roasted),Dairy,Branded,47.29,0.93,1.57,7.36,0.72,4.14,42,165.27,132.33,0.22,0.0,0.22,0.0,12.3,1.19,1.34,0.33,60,,vegan|vegetarian|nonveg|pescatarian,L,N,N,N,N,,N,
160267773,Organic Valley Co Quinoa (value size),Grains,Branded,118.74,4.87,2.02,23.14,2.48,0.83,7,191.81,16.7,1.35,0.0,0.19,0.0,59.22,0.0,0.0,1.17,53,,vegan|vegetarian|pescatarian,L,N,N,N,N,,N,
225951513,Daily Choice Tuna (fresh),Protein,Branded,102.37,23.5,0.74,0.0,0.0,0.0,247,220.76,9.94,1.05,0.0,0.19,32.67,30.55,2.79,1.93,0.62,0,fish,nonveg|pescatarian,L,N,N,Y,N,,Y,
220556266,Daily Choice Chicken breast (reduced-fat),Protein,Branded,182.64,33.2,2.01,0.0,0.0,0.0,74,252.99,13.69,0.99,0.0,1.1,81.35,28.47,0.3,0.1,1.04,0,,nonveg,L,N,N,Y,N,,N,
78239641,Wholesome Cheddar cheese (steamed),Dairy,Branded,357.94,21.15,36.8,2.79,0.0,0.53,621,87.44,754.11,0.64,0.0,22.69,115.5,28.82,0.74,0.57,3.45,0,milk,vegetarian|nonveg|pescatarian,L,N,N,Y,Y,fried,N,
24326908,Vital Quinoa (reduced-fat),Grains,Branded,124.59,4.45,0.97,21.64,2.62,0.89,7,167.58,15.6,1.37,0.0,0.2,0.0,65.77,0.0,0.0,1.17,53,,vegan|vegetarian|pescatarian,L,N,N,N,N,,N,
75543070,Coastal Apple (steamed),Fruits,Branded,47.62,0.31,0.19,15.31,2.15,11.21,1,106.36,6.72,0.1,4.28,0.0,0.0,4.89,0.0,0.0,0.0,36,,vegan|vegetarian|pescatarian,H,N,N,N,N,,N,
138423851,Daily Choice Shrimp (steamed),Protein,Branded,108.2,23.63,0.32,0.2,0.0,0.0,111,277.15,65.13,0.53,0.0,0.09,190.11,36.79,1.39,0.1,1.59,0,shellfish,nonveg|pescatarian,L,N,N,Y,N,,Y,
121665503,Vital Apple (canned),Fruits,Branded,46.33,0.32,0.18,13.76,2.64,9.87,187,107.49,5.34,0.1,4.25,0.0,0.0,5.58,0.0,0.0,0.0,36,,vegan|vegetarian|pescatarian,H,N,N,N,N,,N,
236483479,TrueNorth Bell pepper (reduced-fat),Vegetables,Branded,28.15,0.89,0.13,5.41,2.35,4.38,4,230.27,7.1,0.42,137.92,0.0,0.0,12.0,0.0,0.0,0.33,40,,vegan|vegetarian|pescatarian,L,N,N,N,N,,N,
247627622,Heritage Black beans (organic),Protein,Branded,133.74,9.11,0.55,23.86,9.16,0.29,1,313.16,23.82,1.99,0.0,0.11,0.0,72.23,0.0,0.0,1.15,30,,vegan|vegetarian|nonveg|pescatarian,H,N,N,N,N,,N,
264600997,PureFoods Oat milk (prepared),Dairy,Branded,39.45,1.04,1.35,6.04,0.73,3.84,42,153.7,122.68,0.19,0.0,0.19,0.0,12.39,1.09,1.54,0.29,60,,vegan|vegetarian|nonveg|pescatarian,L,N,N,N,N,,N,
70466606,Prime Cucumber (roasted),Vegetables,Branded,16.79,0.78,0.11,3.27,0.5,1.59,2,162.08,15.36,0.33,2.59,0.0,0.0,13.2,0.0,0.0,0.22,15,,vegan|vegetarian|pescatarian,L,N,N,N,N,,N,
242313727,Golden Acre Pumpkin seeds (canned),Protein,Branded,581.55,32.83,54.55,11.28,5.28,1.29,288,828.95,47.1,8.27,1.91,8.89,0.0,546.17,0.0,0.0,7.79,25,,vegan|vegetarian|nonveg|pescatarian,L,N,N,N,N,,N,
116278765,EarthGrown Tempeh (steamed),Protein,Branded,199.45,20.47,9.91,7.83,0.0,0.0,9,441.65,110.18,2.46,0.0,2.01,0.0,83.21,0.1,0.0,1.18,15,soy,vegan|vegetarian|nonveg|pescatarian,L,N,N,N,N,,N,
249006214,TrueNorth Banana (prepared),Fruits,Branded,82.55,1.13,0.32,23.53,2.64,12.0,1,396.02,5.11,0.31,9.63,0.1,0.0,24.99,0.0,0.0,0.19,51,,vegan|vegetarian|pescatarian,L,N,N,N,N,,N,
123373132,Simply Pure Olive oil (frozen),Fats,Branded,894.94,0.0,106.32,0.0,0.0,0.0,2,0.9,1.05,0.6,0.0,13.74,0.0,0.0,0.0,0.0,0.0,0,,vegan|vegetarian|nonveg|pescatarian,L,N,N,N,N,,N,
6405274,Farmhouse Turkey breast (organic),Protein,Branded,125.48,32.91,0.73,0.0,0.0,0.0,1040,212.95,10.97,1.2,0.0,0.19,62.36,25.89,1.21,0.09,1.84,0,,nonveg,L,N,N,Y,N,,N,
75621112,Organic Valley Co Avocado (roasted),Fruits,Branded,176.75,2.23,15.4,8.96,7.09,0.72,7,459.27,11.65,0.54,9.61,2.08,0.0,28.52,0.0,0.0,0.66,15,,vegan|vegetarian|pescatarian,L,N,N,N,N,,N,
10900070,Nature's Best Pumpkin seeds (low-sodium),Protein,Branded,593.04,32.53,51.4,10.84,6.51,1.43,2.1,904.95,49.94,9.09,1.99,8.36,0.0,534.21,0.0,0.0,7.47,25,,vegan|vegetarian|nonveg|pescatarian,L,N,N,N,N,,N,
86821506,Daily Choice Tomato (value size),Vegetables,Branded,17.77,0.98,0.21,3.92,1.14,2.85,5,209.6,9.62,0.33,13.43,0.0,0.0,11.73,0.0,0.0,0.22,15,,vegan|vegetarian|pescatarian,L,Y,N,N,N,tomato,N,
